Group_name_size,Byte_size,Number of files,Number of pairs in similarity results,NO. of pairs with similarity score equals 1,NO. of pairs with 0.95 <= similarity score < 1,NO. of pairs with 0.9 <= similarity score < .95,NO. of pairs with 0.8 <= similarity score < .9
group_61196_size_2,61196,2,1,0,0,0,0
group_125372_size_6,125372,6,4,0,0,0,0
group_282316_size_10,282316,10,7,0,0,0,0
group_228500_size_5,228500,5,3,0,0,0,0
group_167418_size_4,167418,4,3,0,0,0,0
group_466050_size_2,466050,2,1,0,0,0,0
group_246374_size_3,246374,3,2,0,0,0,0
group_109774_size_2,109774,2,1,0,0,0,0
group_226086_size_5,226086,5,4,0,0,0,0
group_284046_size_6,284046,6,5,0,0,0,0
group_197708_size_2,197708,2,1,0,0,0,0
group_303410_size_272,303410,272,242,0,0,0,0
group_186542_size_2,186542,2,1,0,0,0,0
group_442674_size_64,442674,64,57,0,0,0,0
group_404018_size_144,404018,144,124,0,0,0,0
group_68018_size_357,68018,357,306,0,0,0,0
group_69846_size_2,69846,2,1,0,0,0,0
group_156606_size_2,156606,2,1,0,0,0,0
group_308082_size_274,308082,274,245,0,0,0,0
group_491722_size_2,491722,2,1,0,0,0,0
group_59544_size_3,59544,3,2,0,0,0,0
group_117594_size_2,117594,2,1,0,0,0,0
group_184994_size_2,184994,2,1,0,0,0,0
group_177836_size_2,177836,2,1,0,0,0,0
group_440146_size_51,440146,51,47,0,0,0,0
group_123174_size_8,123174,8,7,0,0,0,0
group_59856_size_3,59856,3,2,0,0,0,0
group_209908_size_2,209908,2,1,0,0,0,0
group_115950_size_2,115950,2,1,0,0,0,0
group_144146_size_174,144146,174,154,0,0,0,0
group_161934_size_2,161934,2,1,0,0,0,0
group_323832_size_2,323832,2,1,0,0,0,0
group_74766_size_8,74766,8,6,0,0,0,0
group_138890_size_2,138890,2,1,0,0,0,0
group_121412_size_2,121412,2,1,0,0,0,0
group_155090_size_181,155090,181,153,0,0,0,0
group_168884_size_2,168884,2,1,0,0,0,0
group_146344_size_3,146344,3,2,0,0,0,0
group_130108_size_4,130108,4,3,0,0,0,0
group_139188_size_5,139188,5,3,0,0,0,0
group_102240_size_6,102240,6,4,0,0,0,0
group_377202_size_184,377202,184,166,0,0,0,0
group_86918_size_3,86918,3,2,0,0,0,0
group_63844_size_6,63844,6,5,0,0,0,0
group_225332_size_200,225332,200,179,0,0,0,0
group_268646_size_2,268646,2,1,0,0,0,0
group_184054_size_2,184054,2,1,0,0,0,0
group_114310_size_2,114310,2,1,0,0,0,0
group_232866_size_3,232866,3,2,0,0,0,0
group_230642_size_290,230642,290,262,0,0,0,0
group_179930_size_3,179930,3,2,0,0,0,0
group_170934_size_2,170934,2,1,0,0,0,0
group_137170_size_207,137170,207,182,0,0,0,0
group_271914_size_65,271914,65,55,0,0,0,0
group_40896_size_2,40896,2,1,0,0,0,0
group_306278_size_2,306278,2,1,0,0,0,0
group_277316_size_2,277316,2,1,0,0,0,0
group_113408_size_3,113408,3,2,0,0,0,0
group_397394_size_138,397394,138,127,0,0,0,0
group_291492_size_3,291492,3,2,0,0,0,0
group_143460_size_7,143460,7,5,0,0,0,0
group_218992_size_2,218992,2,1,0,0,0,0
group_58884_size_368,58884,368,320,0,0,0,0
group_44280_size_2,44280,2,1,0,0,0,0
group_142878_size_2,142878,2,1,0,0,0,0
group_236060_size_3,236060,3,2,0,0,0,0
group_172804_size_2,172804,2,1,0,0,0,0
group_174534_size_2,174534,2,1,0,0,0,0
group_98034_size_75,98034,75,60,0,0,0,0
group_420796_size_132,420796,132,119,0,0,0,0
group_134506_size_5,134506,5,4,0,0,0,0
group_102916_size_93,102916,93,82,0,0,0,0
group_100872_size_2,100872,2,1,0,0,0,0
group_40274_size_60,40274,60,49,0,0,0,0
group_196090_size_16,196090,16,14,0,0,0,0
group_277958_size_4,277958,4,3,0,0,0,0
group_157522_size_341,157522,341,303,0,0,0,0
group_58000_size_2,58000,2,1,0,0,0,0
group_196400_size_2,196400,2,1,0,0,0,0
group_290868_size_2,290868,2,1,0,0,0,0
group_141022_size_2,141022,2,1,0,0,0,0
group_140818_size_411,140818,411,366,0,0,0,0
group_370866_size_191,370866,191,164,0,0,0,0
group_225862_size_8,225862,8,6,0,0,0,0
group_503110_size_2,503110,2,1,0,0,0,0
group_213668_size_2,213668,2,1,0,0,0,0
group_464954_size_3,464954,3,2,0,0,0,0
group_176518_size_235,176518,235,212,0,0,0,0
group_260986_size_2,260986,2,1,0,0,0,0
group_391922_size_149,391922,149,138,0,0,0,0
group_258798_size_3,258798,3,2,0,0,0,0
group_485202_size_5,485202,5,3,0,0,0,0
group_463634_size_49,463634,49,45,0,0,0,0
group_359368_size_6,359368,6,5,0,0,0,0
group_197498_size_4,197498,4,3,0,0,0,0
group_615810_size_6,615810,6,4,0,0,0,0
group_122590_size_3,122590,3,2,0,0,0,0
group_126438_size_3,126438,3,2,0,0,0,0
group_506994_size_3,506994,3,2,0,0,0,0
group_127396_size_2,127396,2,1,0,0,0,0
group_73542_size_2,73542,2,1,0,0,0,0
group_296024_size_3,296024,3,2,0,0,0,0
group_95836_size_3,95836,3,2,0,0,0,0
group_116246_size_5,116246,5,4,0,0,0,0
group_76406_size_3,76406,3,2,0,0,0,0
group_348146_size_294,348146,294,259,0,0,0,0
group_286864_size_53,286864,53,44,0,0,0,0
group_319356_size_3,319356,3,2,0,0,0,0
group_165800_size_2,165800,2,1,0,0,0,0
group_518082_size_38,518082,38,35,0,0,0,0
group_143316_size_2,143316,2,1,0,0,0,0
group_132296_size_4,132296,4,3,0,0,0,0
group_322104_size_2,322104,2,1,0,0,0,0
group_290374_size_2,290374,2,1,0,0,0,0
group_60040_size_2,60040,2,1,0,0,0,0
group_117392_size_3,117392,3,2,0,0,0,0
group_208000_size_2,208000,2,1,0,0,0,0
group_119786_size_2,119786,2,1,0,0,0,0
group_92730_size_104,92730,104,86,0,0,0,0
group_55154_size_29,55154,29,21,0,0,0,0
group_61670_size_366,61670,366,313,1,0,0,0
group_383348_size_3,383348,3,2,0,0,0,0
group_108146_size_171,108146,171,151,0,0,0,0
group_233458_size_293,233458,293,263,0,0,0,0
group_113138_size_118,113138,118,101,0,0,0,0
group_205764_size_4,205764,4,3,0,0,0,0
group_272972_size_81,272972,81,72,0,0,0,0
group_295392_size_7,295392,7,6,0,0,0,0
group_61150_size_3,61150,3,2,0,0,0,0
group_86422_size_2,86422,2,1,0,0,0,0
group_403410_size_102,403410,102,91,0,0,0,0
group_104634_size_2,104634,2,1,0,0,0,0
group_326136_size_2,326136,2,1,0,0,0,0
group_137104_size_2,137104,2,1,0,0,0,0
group_114386_size_381,114386,381,330,0,0,0,0
group_564498_size_68,564498,68,60,0,0,0,0
group_190458_size_2,190458,2,1,0,0,0,0
group_469586_size_15,469586,15,14,0,0,0,0
group_106674_size_77,106674,77,67,0,0,0,0
group_622126_size_3,622126,3,2,0,0,0,0
group_65632_size_4,65632,4,2,0,0,0,0
group_87432_size_2,87432,2,1,0,0,0,0
group_146518_size_2,146518,2,1,0,0,0,0
group_77630_size_2,77630,2,1,0,0,0,0
group_375566_size_4,375566,4,3,0,0,0,0
group_278840_size_2,278840,2,1,0,0,0,0
group_171568_size_3,171568,3,2,0,0,0,0
group_362002_size_287,362002,287,255,0,0,0,0
group_401874_size_114,401874,114,106,0,0,0,0
group_228264_size_2,228264,2,1,0,0,0,0
group_310258_size_344,310258,344,310,0,0,0,0
group_65310_size_6,65310,6,4,0,0,0,0
group_75768_size_2,75768,2,1,0,0,0,0
group_139662_size_3,139662,3,2,0,0,0,0
group_144872_size_6,144872,6,5,0,0,0,0
group_345842_size_261,345842,261,234,0,0,0,0
group_41218_size_6,41218,6,4,0,0,0,0
group_146058_size_5,146058,5,3,0,0,0,0
group_84850_size_54,84850,54,50,0,0,0,0
group_361970_size_173,361970,173,151,0,0,0,0
group_338264_size_103,338264,103,96,0,0,0,0
group_167980_size_5,167980,5,3,0,0,0,0
group_183042_size_2,183042,2,1,0,0,0,0
group_256496_size_6,256496,6,4,0,0,0,0
group_149848_size_2,149848,2,1,0,0,0,0
group_294386_size_358,294386,358,321,0,0,0,0
group_121202_size_171,121202,171,145,0,0,0,0
group_433244_size_3,433244,3,2,0,0,0,0
group_118342_size_2,118342,2,1,0,0,0,0
group_128970_size_4,128970,4,3,0,0,0,0
group_34692_size_2,34692,2,1,0,0,0,0
group_555048_size_4,555048,4,3,0,0,0,0
group_297658_size_4,297658,4,3,0,0,0,0
group_156598_size_2,156598,2,1,0,0,0,0
group_296934_size_2,296934,2,1,0,0,0,0
group_292786_size_339,292786,339,305,0,0,0,0
group_68818_size_163,68818,163,137,0,0,0,0
group_469820_size_2,469820,2,1,0,0,0,0
group_583710_size_2,583710,2,1,0,0,0,0
group_247934_size_2,247934,2,1,0,0,0,0
group_83662_size_5,83662,5,4,0,0,0,0
group_101180_size_99,101180,99,90,0,0,0,0
group_309800_size_2,309800,2,1,0,0,0,0
group_246094_size_2,246094,2,1,0,0,0,0
group_128674_size_7,128674,7,6,0,0,0,0
group_159232_size_2,159232,2,1,0,0,0,0
group_291864_size_4,291864,4,3,0,0,0,0
group_255440_size_2,255440,2,1,0,0,0,0
group_81998_size_3,81998,3,2,0,0,0,0
group_130660_size_2,130660,2,1,0,0,0,0
group_474930_size_11,474930,11,10,0,0,0,0
group_218728_size_818,218728,818,719,0,0,0,0
group_186892_size_2,186892,2,1,0,0,0,0
group_157264_size_2,157264,2,1,0,0,0,0
group_201894_size_2,201894,2,1,0,0,0,0
group_589074_size_59,589074,59,54,0,0,0,0
group_231268_size_201,231268,201,172,0,0,0,0
group_137278_size_2,137278,2,1,0,0,0,0
group_215284_size_2,215284,2,1,0,0,0,0
group_523042_size_2,523042,2,1,0,0,0,0
group_270268_size_692,270268,692,621,0,0,0,0
group_305296_size_2,305296,2,1,0,0,0,0
group_113694_size_2,113694,2,1,0,0,0,0
group_157280_size_4,157280,4,3,0,0,0,0
group_213850_size_7,213850,7,5,0,0,0,0
group_112392_size_3,112392,3,2,0,0,0,0
group_438204_size_266,438204,266,241,0,0,0,0
group_356488_size_2,356488,2,1,0,0,0,0
group_169392_size_4,169392,4,3,0,0,0,0
group_158356_size_2,158356,2,1,0,0,0,0
group_289458_size_354,289458,354,314,0,0,0,0
group_290918_size_2,290918,2,1,0,0,0,0
group_94258_size_341,94258,341,296,0,0,0,0
group_89262_size_311,89262,311,275,0,0,0,0
group_440530_size_60,440530,60,50,0,0,0,0
group_155922_size_1518,155922,1518,1350,1,0,0,0
group_153900_size_5,153900,5,3,0,0,0,0
group_143346_size_229,143346,229,206,0,0,0,0
group_209394_size_338,209394,338,297,0,0,0,0
group_154812_size_3,154812,3,2,0,0,0,0
group_95310_size_8,95310,8,7,0,0,0,0
group_234054_size_4,234054,4,3,0,0,0,0
group_478674_size_50,478674,50,44,0,0,0,0
group_36964_size_330,36964,330,276,2,0,0,0
group_115208_size_3,115208,3,2,0,0,0,0
group_367314_size_178,367314,178,163,0,0,0,0
group_336110_size_2,336110,2,1,0,0,0,0
group_60634_size_3,60634,3,2,0,0,0,0
group_493560_size_51,493560,51,43,0,0,0,0
group_121546_size_45,121546,45,41,0,0,0,0
group_174112_size_2,174112,2,1,0,0,0,0
group_171804_size_3,171804,3,2,0,0,0,0
group_132644_size_2,132644,2,1,0,0,0,0
group_122990_size_2,122990,2,1,0,0,0,0
group_348786_size_308,348786,308,275,0,0,0,0
group_126342_size_2,126342,2,1,0,0,0,0
group_142562_size_3,142562,3,2,0,0,0,0
group_229708_size_6,229708,6,5,0,0,0,0
group_65662_size_2,65662,2,1,0,0,0,0
group_203154_size_323,203154,323,291,0,0,0,0
group_178684_size_2,178684,2,1,0,0,0,0
group_309042_size_299,309042,299,263,0,0,0,0
group_97172_size_2,97172,2,1,0,0,0,0
group_55896_size_2,55896,2,1,0,0,0,0
group_110842_size_3,110842,3,2,0,0,0,0
group_120918_size_2,120918,2,1,0,0,0,0
group_628796_size_34,628796,34,30,0,0,0,0
group_333234_size_256,333234,256,233,0,0,0,1
group_92004_size_3,92004,3,2,0,0,0,0
group_71180_size_11,71180,11,9,0,0,0,0
group_132372_size_2,132372,2,1,0,0,0,0
group_107694_size_3,107694,3,2,0,0,0,0
group_144626_size_175,144626,175,156,0,0,0,0
group_512956_size_56,512956,56,49,0,0,0,0
group_382804_size_2,382804,2,1,0,0,0,0
group_82344_size_5,82344,5,4,0,0,0,0
group_83496_size_3,83496,3,2,0,0,0,0
group_277226_size_2,277226,2,1,0,0,0,0
group_328270_size_2,328270,2,1,0,0,0,0
group_206544_size_3,206544,3,2,0,0,0,0
group_137930_size_2,137930,2,1,0,0,0,0
group_434418_size_85,434418,85,71,0,0,0,0
group_296594_size_368,296594,368,333,0,0,0,0
group_181612_size_4,181612,4,3,0,0,0,0
group_241426_size_380,241426,380,349,0,0,0,0
group_76430_size_4,76430,4,3,0,0,0,0
group_441906_size_60,441906,60,54,0,0,0,0
group_105192_size_5,105192,5,4,0,0,0,0
group_68756_size_3,68756,3,2,0,0,0,0
group_101082_size_3,101082,3,2,0,0,0,0
group_71644_size_2,71644,2,1,0,0,0,0
group_366034_size_203,366034,203,184,0,0,0,0
group_157156_size_2,157156,2,1,0,0,0,0
group_221850_size_4,221850,4,3,0,0,0,0
group_316114_size_516,316114,516,469,0,0,0,0
group_202098_size_291,202098,291,261,0,0,0,0
group_260752_size_4,260752,4,3,0,0,0,0
group_175002_size_2,175002,2,1,0,0,0,0
group_232168_size_2,232168,2,1,0,0,0,0
group_451922_size_51,451922,51,46,0,0,0,0
group_128062_size_3,128062,3,2,0,0,0,0
group_101076_size_2,101076,2,1,0,0,0,0
group_379430_size_7,379430,7,6,0,0,0,0
group_99548_size_4,99548,4,3,0,0,0,0
group_149032_size_3,149032,3,2,0,0,0,0
group_199730_size_277,199730,277,252,0,0,0,0
group_168266_size_3,168266,3,2,0,0,0,0
group_221938_size_313,221938,313,292,0,0,0,0
group_131182_size_4,131182,4,3,0,0,0,0
group_255570_size_314,255570,314,277,0,0,0,0
group_262128_size_3,262128,3,2,0,0,0,0
group_183484_size_6,183484,6,5,0,0,0,0
group_101200_size_5,101200,5,4,0,0,0,0
group_52650_size_21,52650,21,17,0,0,0,0
group_167434_size_4,167434,4,3,0,0,0,0
group_102212_size_2,102212,2,1,0,0,0,0
group_133844_size_3,133844,3,2,0,0,0,0
group_271748_size_2,271748,2,1,0,0,0,0
group_245478_size_3,245478,3,2,0,0,0,0
group_360780_size_2,360780,2,1,0,0,0,0
group_437740_size_3,437740,3,2,0,0,0,0
group_230738_size_462,230738,462,418,0,0,0,0
group_314758_size_2,314758,2,1,0,0,0,0
group_195564_size_2,195564,2,1,0,0,0,0
group_170928_size_4,170928,4,3,0,0,0,0
group_275350_size_5,275350,5,4,0,0,0,0
group_261234_size_377,261234,377,334,0,0,0,0
group_87870_size_2,87870,2,1,0,0,0,0
group_83828_size_3,83828,3,2,0,0,0,0
group_156442_size_2,156442,2,1,0,0,0,0
group_181860_size_4,181860,4,3,0,0,0,0
group_116172_size_4,116172,4,3,0,0,0,0
group_256718_size_4,256718,4,3,0,0,0,0
group_247244_size_269,247244,269,237,0,0,0,0
group_377516_size_2,377516,2,1,0,0,0,0
group_174720_size_2,174720,2,1,0,0,0,0
group_46478_size_2,46478,2,1,0,0,0,0
group_104868_size_2,104868,2,1,0,0,0,0
group_208958_size_2,208958,2,1,0,0,0,0
group_97214_size_2,97214,2,1,0,0,0,0
group_367922_size_188,367922,188,169,0,0,0,0
group_429842_size_68,429842,68,59,0,0,0,0
group_166962_size_210,166962,210,179,0,0,0,0
group_228470_size_2,228470,2,1,0,0,0,0
group_172050_size_396,172050,396,355,0,0,0,0
group_36044_size_2,36044,2,1,0,0,0,0
group_155226_size_2,155226,2,1,0,0,0,0
group_166322_size_195,166322,195,164,0,0,0,0
group_285102_size_3,285102,3,2,0,0,0,0
group_102722_size_344,102722,344,310,0,0,0,0
group_217554_size_404,217554,404,367,0,0,0,0
group_553234_size_63,553234,63,56,0,0,0,1
group_239206_size_2,239206,2,1,0,0,0,0
group_154424_size_3,154424,3,2,0,0,0,0
group_313586_size_379,313586,379,343,0,0,0,0
group_340466_size_285,340466,285,259,0,0,0,0
group_41810_size_254,41810,254,213,0,0,0,0
group_39602_size_13,39602,13,12,0,0,0,0
group_89652_size_3,89652,3,2,0,0,0,0
group_113456_size_2,113456,2,1,0,0,0,0
group_115752_size_3,115752,3,2,0,0,0,0
group_44414_size_494,44414,494,419,0,0,0,0
group_59896_size_2,59896,2,1,0,0,0,0
group_419762_size_100,419762,100,88,0,0,0,0
group_179920_size_2,179920,2,1,0,0,0,0
group_232306_size_372,232306,372,332,0,0,0,0
group_66086_size_2,66086,2,1,0,0,0,0
group_158746_size_2,158746,2,1,0,0,0,0
group_282674_size_316,282674,316,288,0,0,0,0
group_84082_size_346,84082,346,301,0,0,0,0
group_111268_size_455,111268,455,406,0,0,0,0
group_107774_size_3,107774,3,2,0,0,0,0
group_235114_size_3,235114,3,2,0,0,0,0
group_456518_size_2,456518,2,1,0,0,0,0
group_204284_size_2,204284,2,1,0,0,0,0
group_114704_size_2,114704,2,1,0,0,0,0
group_233682_size_369,233682,369,328,0,0,0,0
group_333778_size_317,333778,317,291,0,0,0,0
group_103298_size_8,103298,8,6,0,0,0,0
group_283112_size_62,283112,62,58,0,0,0,0
group_135168_size_2,135168,2,1,0,0,0,0
group_235794_size_1115,235794,1115,1010,1,0,0,0
group_635166_size_2,635166,2,1,0,0,0,0
group_90296_size_4,90296,4,2,0,0,0,0
group_143986_size_266,143986,266,234,0,0,0,0
group_164276_size_2,164276,2,1,0,0,0,0
group_211020_size_3,211020,3,2,0,0,0,0
group_75844_size_6,75844,6,4,0,0,0,0
group_108456_size_2,108456,2,1,0,0,0,0
group_65124_size_2,65124,2,1,0,0,0,0
group_364124_size_5,364124,5,3,0,0,0,0
group_189544_size_5,189544,5,3,0,0,0,0
group_135174_size_4,135174,4,3,0,0,0,0
group_182472_size_2,182472,2,1,0,0,0,0
group_98346_size_2,98346,2,1,0,0,0,0
group_211894_size_14,211894,14,11,0,0,0,0
group_93952_size_2,93952,2,1,0,0,0,0
group_276038_size_43,276038,43,35,0,0,0,0
group_66322_size_169,66322,169,147,0,0,0,0
group_269970_size_333,269970,333,296,0,0,0,0
group_347608_size_5,347608,5,4,0,0,0,0
group_143090_size_128,143090,128,113,0,0,0,0
group_467826_size_38,467826,38,31,0,0,0,0
group_174628_size_2,174628,2,1,0,0,0,0
group_144818_size_158,144818,158,139,0,0,0,0
group_164020_size_87,164020,87,78,0,0,0,0
group_235732_size_177,235732,177,149,0,0,0,0
group_80110_size_2,80110,2,1,0,0,0,0
group_137398_size_3,137398,3,2,0,0,0,0
group_608286_size_2,608286,2,1,0,0,0,0
group_215442_size_326,215442,326,294,0,0,0,0
group_156626_size_272,156626,272,240,0,0,0,0
group_113700_size_2,113700,2,1,0,0,0,0
group_303882_size_2,303882,2,1,0,0,0,0
group_477288_size_2,477288,2,1,0,0,0,0
group_76092_size_3,76092,3,2,0,0,0,0
group_324892_size_164,324892,164,148,0,0,0,0
group_277076_size_8,277076,8,6,0,0,0,0
group_417606_size_2,417606,2,1,0,0,0,0
group_156964_size_241,156964,241,209,0,0,0,0
group_228364_size_169,228364,169,149,0,0,0,0
group_223732_size_2,223732,2,1,0,0,0,0
group_163824_size_3,163824,3,2,0,0,0,0
group_69786_size_2,69786,2,1,0,0,0,0
group_172984_size_2,172984,2,1,0,0,0,0
group_383932_size_183,383932,183,167,0,0,0,0
group_96312_size_3,96312,3,2,0,0,0,0
group_221924_size_3,221924,3,2,0,0,0,0
group_253318_size_2,253318,2,1,0,0,0,0
group_254086_size_2,254086,2,1,0,0,0,0
group_380114_size_159,380114,159,139,0,0,0,0
group_136550_size_4,136550,4,2,0,0,0,0
group_86646_size_3,86646,3,2,0,0,0,0
group_173172_size_2,173172,2,1,0,0,0,0
group_184448_size_2,184448,2,1,0,0,0,0
group_588168_size_3,588168,3,2,0,0,0,0
group_349144_size_4,349144,4,3,0,0,0,0
group_253700_size_2,253700,2,1,0,0,0,0
group_255344_size_2,255344,2,1,0,0,0,0
group_271540_size_2,271540,2,1,0,0,0,0
group_375480_size_3,375480,3,2,0,0,0,0
group_174222_size_4,174222,4,3,0,0,0,0
group_191052_size_6,191052,6,4,0,0,0,0
group_70164_size_3,70164,3,2,0,0,0,0
group_213258_size_3,213258,3,2,0,0,0,0
group_48434_size_29,48434,29,24,0,0,0,0
group_372664_size_3,372664,3,2,0,0,0,0
group_168258_size_2,168258,2,1,0,0,0,0
group_332390_size_3,332390,3,2,0,0,0,0
group_276030_size_11,276030,11,9,0,0,0,0
group_287610_size_2,287610,2,1,0,0,0,0
group_222868_size_2,222868,2,1,0,0,0,0
group_137404_size_8,137404,8,6,0,0,0,0
group_259690_size_2,259690,2,1,0,0,0,0
group_423882_size_2,423882,2,1,0,0,0,0
group_188550_size_2,188550,2,1,0,0,0,0
group_460514_size_3,460514,3,2,0,0,0,0
group_84432_size_3,84432,3,2,0,0,0,0
group_635110_size_47,635110,47,43,0,0,0,0
group_291282_size_547,291282,547,496,0,0,0,0
group_190514_size_238,190514,238,207,0,0,0,0
group_112292_size_2,112292,2,1,0,0,0,0
group_178672_size_2,178672,2,1,0,0,0,0
group_485074_size_2,485074,2,1,0,0,0,0
group_45810_size_15,45810,15,12,0,0,0,0
group_88472_size_4,88472,4,3,0,0,0,0
group_110348_size_2,110348,2,1,0,0,0,0
group_147818_size_2,147818,2,1,0,0,0,0
group_211086_size_2,211086,2,1,0,0,0,0
group_70516_size_2,70516,2,1,0,0,0,0
group_120534_size_2,120534,2,1,0,0,0,0
group_185176_size_2,185176,2,1,0,0,0,0
group_222260_size_5,222260,5,4,0,0,0,0
group_51906_size_2,51906,2,1,0,0,0,0
group_51230_size_5,51230,5,3,0,0,0,0
group_129598_size_3,129598,3,2,0,0,0,0
group_292796_size_591,292796,591,530,0,0,0,1
group_267890_size_316,267890,316,283,0,0,0,0
group_128842_size_2,128842,2,1,0,0,0,0
group_80330_size_2,80330,2,1,0,0,0,0
group_182930_size_237,182930,237,210,0,0,0,0
group_159544_size_2,159544,2,1,0,0,0,0
group_110142_size_2,110142,2,1,0,0,0,0
group_331366_size_2,331366,2,1,0,0,0,0
group_123490_size_3,123490,3,2,0,0,0,0
group_201554_size_290,201554,290,260,0,0,0,0
group_113000_size_3,113000,3,2,0,0,0,0
group_109952_size_2,109952,2,1,0,0,0,0
group_437180_size_109,437180,109,99,1,0,0,0
group_125448_size_794,125448,794,716,0,0,0,0
group_552210_size_82,552210,82,69,0,0,0,0
group_118170_size_2,118170,2,1,0,0,0,0
group_270538_size_4,270538,4,3,0,0,0,0
group_252950_size_3,252950,3,2,0,0,0,0
group_247824_size_3,247824,3,2,0,0,0,0
group_508328_size_2,508328,2,1,0,0,0,0
group_82352_size_3,82352,3,2,0,0,0,0
group_165154_size_2,165154,2,1,0,0,0,0
group_288914_size_357,288914,357,321,0,0,0,0
group_74550_size_2,74550,2,1,0,0,0,0
group_249454_size_2,249454,2,1,0,0,0,0
group_172496_size_3,172496,3,2,0,0,0,0
group_88220_size_4,88220,4,3,0,0,0,0
group_180412_size_5,180412,5,4,0,0,0,0
group_51546_size_2,51546,2,1,0,0,0,0
group_83178_size_2,83178,2,1,0,0,0,0
group_129902_size_4,129902,4,3,0,0,0,0
group_472386_size_87,472386,87,73,0,0,0,0
group_198240_size_4,198240,4,3,0,0,0,0
group_141916_size_73,141916,73,66,0,0,0,0
group_401238_size_2,401238,2,1,0,0,0,0
group_51314_size_49,51314,49,39,0,0,0,0
group_192408_size_6,192408,6,4,0,0,0,0
group_274194_size_336,274194,336,298,0,0,0,0
group_306150_size_3,306150,3,2,0,0,0,0
group_382774_size_8,382774,8,6,0,0,0,0
group_133076_size_5,133076,5,4,0,0,0,0
group_97622_size_3,97622,3,2,0,0,0,0
group_591530_size_5,591530,5,4,0,0,0,0
group_390002_size_153,390002,153,132,0,0,0,0
group_131366_size_8,131366,8,7,0,0,0,0
group_184912_size_2,184912,2,1,0,0,0,0
group_81444_size_3,81444,3,2,0,0,0,0
group_388786_size_154,388786,154,145,0,0,0,0
group_109906_size_108,109906,108,91,0,0,0,0
group_338536_size_393,338536,393,357,0,0,0,0
group_129508_size_2,129508,2,1,0,0,0,0
group_276148_size_6,276148,6,5,0,0,0,0
group_180626_size_244,180626,244,218,0,0,0,0
group_302994_size_307,302994,307,290,0,0,0,0
group_56452_size_3,56452,3,2,0,0,0,0
group_75326_size_2,75326,2,1,0,0,0,0
group_303566_size_2,303566,2,1,0,0,0,0
group_199188_size_8,199188,8,7,0,0,0,0
group_43554_size_3,43554,3,2,0,0,0,0
group_55138_size_3,55138,3,2,0,0,0,0
group_223480_size_2,223480,2,1,0,0,0,0
group_126964_size_950,126964,950,863,0,0,0,0
group_422488_size_4,422488,4,3,0,0,0,0
group_190320_size_2,190320,2,1,0,0,0,0
group_77576_size_2,77576,2,1,0,0,0,0
group_140274_size_141,140274,141,124,0,0,0,0
group_127458_size_3,127458,3,2,0,0,0,0
group_139858_size_163,139858,163,146,0,0,0,0
group_267668_size_2,267668,2,1,0,0,0,0
group_64382_size_2,64382,2,1,0,0,0,0
group_115330_size_2,115330,2,1,0,0,0,0
group_234416_size_3,234416,3,2,0,0,0,0
group_233238_size_2,233238,2,1,0,0,0,0
group_191572_size_2,191572,2,1,0,0,0,0
group_85002_size_4,85002,4,3,0,0,0,0
group_241838_size_2,241838,2,1,0,0,0,0
group_48984_size_3,48984,3,2,0,0,0,0
group_221394_size_320,221394,320,286,0,0,0,0
group_105354_size_3,105354,3,2,0,0,0,0
group_124444_size_3,124444,3,2,0,0,0,0
group_117202_size_312,117202,312,275,0,0,0,0
group_83144_size_6,83144,6,5,0,0,0,0
group_433170_size_71,433170,71,63,0,0,0,0
